1.000000000000000000e+00,0.000000000000000000e+00
5.996932528910273285e-09,9.999999940030193102e-01
3.679389394977575979e-27,1.000000000000000000e+00
5.407599154386833817e-06,9.999945924008509790e-01
3.113673871097651757e-32,1.000000000000000000e+00
2.931938027341710740e-172,1.000000000000000000e+00
1.000000000000000000e+00,1.002888848597686510e-29
9.999998702537680195e-01,1.297462000786416756e-07
1.000000000000000000e+00,2.627131805125370768e-110
1.000000000000000000e+00,2.452991663623638590e-207
1.038591284173812947e-20,1.000000000000000000e+00
1.000000000000000000e+00,1.056650998473767310e-277
1.000000000000000000e+00,2.200644553429223524e-20
9.999999859009564007e-01,1.409904217722966288e-08
1.000000000000000000e+00,4.708700404704151200e-74
5.478832316371468583e-28,1.000000000000000000e+00
7.668033567013615841e-35,1.000000000000000000e+00
4.652191486185955675e-21,1.000000000000000000e+00
4.414715076614013642e-143,1.000000000000000000e+00
9.271802610831505476e-01,7.281973891684939693e-02
1.000000000000000000e+00,1.915260813040504103e-36
1.000000000000000000e+00,0.000000000000000000e+00
4.283238100539459219e-68,1.000000000000000000e+00
1.000000000000000000e+00,5.118678638386735424e-31
1.710845906828371843e-01,8.289154093171636761e-01
5.284272980448439832e-29,1.000000000000000000e+00
1.183234191593442695e-02,9.881676580840669244e-01
1.000000000000000000e+00,1.328933018621092542e-22
9.999999999481161694e-01,5.188510495298684695e-11
1.000000000000000000e+00,2.924388854770442180e-30
7.779871831315223092e-03,9.922201281686855445e-01
1.000000000000000000e+00,6.142557146049721363e-246
6.515710301093628405e-07,9.999993484289708690e-01
4.429937594579637333e-175,1.000000000000000000e+00
1.178646146032903764e-46,1.000000000000000000e+00
6.414078036139707154e-07,9.999993585921981287e-01
3.864330295048705758e-61,1.000000000000000000e+00
7.981006556246669587e-14,9.999999999999147349e-01
9.999999999990905053e-01,9.859006570112546053e-13
0.000000000000000000e+00,1.000000000000000000e+00
2.234812706722632661e-21,1.000000000000000000e+00
9.985436456389353843e-01,1.456354361064089199e-03
4.804822348220894306e-12,9.999999999951967311e-01
9.999905055413293997e-01,9.494458672340406777e-06
9.999999999622275482e-01,3.776047817391938832e-11
1.000000000000000000e+00,5.549033381489740541e-186
5.164932482053569140e-01,4.835067517946496363e-01
3.336028008740199172e-14,9.999999999999431566e-01
3.882214466657584672e-12,9.999999999961062258e-01
1.000000000000000000e+00,3.949754934129953739e-72
1.000000000000000000e+00,0.000000000000000000e+00
3.112335346868334246e-23,1.000000000000000000e+00
1.000000000000000000e+00,1.849735008378491936e-27
1.000000000000000000e+00,2.068768852898011886e-24
9.999999723635258908e-01,2.763647587238915909e-08
6.023685859243913232e-33,1.000000000000000000e+00
